pair_id,fact_id,outcome,description_change
10837,entity_e4,retained,equivalent
568814,entity_e1,retained,equivalent
568814,entity_e2,removed,absent
568814,entity_e3,retained,equivalent
568814,entity_e4,removed,absent
568814,entity_e5,removed,absent
568814,entity_e8,removed,absent
568814,entity_e9,retained,equivalent
568814,entity_e10,removed,absent
568814,entity_e11,removed,absent
568814,entity_e12,removed,absent
568814,entity_e13,removed,absent
565761,entity_e1,retained,equivalent
565761,entity_e2,unresolved,unresolved
565761,entity_e3,unresolved,unresolved
565761,entity_e4,retained,equivalent
565761,entity_e5,removed,absent
565761,entity_e6,removed,absent
565761,entity_e7,retained,equivalent
565761,entity_e8,retained,equivalent
565761,entity_e9,removed,absent
565761,entity_e10,removed,absent
1682,entity_e1,retained,specialized
1682,entity_e2,retained,equivalent
415015,entity_e1,retained,equivalent
415015,entity_e2,retained,equivalent
415015,entity_e3,removed,absent
415015,entity_e4,removed,absent
415015,entity_e6,retained,equivalent
76484,entity_e1,retained,equivalent
76484,entity_e2,retained,equivalent
232679,entity_e1,retained,equivalent
232679,entity_e2,retained,specialized
232679,entity_e3,retained,equivalent
232679,entity_e4,removed,absent
232679,entity_e5,removed,absent
232679,entity_e6,removed,absent
555412,entity_e1,retained,equivalent
555412,entity_e2,retained,equivalent
69946,entity_e1,retained,equivalent
69946,entity_e2,retained,equivalent
69946,entity_e3,retained,equivalent
69946,entity_e4,removed,absent
69946,entity_e6,removed,absent
430973,entity_e1,retained,equivalent
430973,entity_e2,removed,absent
430973,entity_e3,retained,equivalent
430973,entity_e4,retained,generalized
226802,entity_e1,retained,equivalent
226802,entity_e2,retained,generalized
226802,entity_e3,removed,absent
226802,entity_e4,removed,absent
226802,entity_e5,retained,equivalent
226802,entity_e8,removed,absent
116887,entity_e1,retained,equivalent
116887,entity_e2,unresolved,collection_change
116887,entity_e3,removed,absent
116887,entity_e4,unresolved,unresolved
116887,entity_e5,retained,equivalent
116887,entity_e6,removed,absent
116887,entity_e8,removed,absent
116887,entity_e9,removed,absent
49444,entity_e1,retained,equivalent
49444,entity_e2,removed,absent
49444,entity_e3,removed,absent
49444,entity_e4,retained,equivalent
49444,entity_e5,retained,equivalent
49444,entity_e6,removed,absent
381658,entity_e1,retained,equivalent
381658,entity_e2,retained,equivalent
381658,entity_e3,removed,absent
570659,entity_e1,retained,equivalent
570659,entity_e2,retained,equivalent
570659,entity_e3,removed,absent
570659,entity_e4,retained,equivalent
570659,entity_e5,retained,equivalent
570659,entity_e6,removed,absent
570659,entity_e8,retained,equivalent
570659,entity_e9,retained,equivalent
570659,entity_e12,removed,absent
570659,entity_e13,retained,equivalent
84477,entity_e1,retained,equivalent
84477,entity_e2,retained,equivalent
84477,entity_e3,retained,equivalent
84477,entity_e4,retained,equivalent
84477,entity_e5,removed,absent
84477,entity_e6,removed,absent
84477,entity_e8,removed,absent
84477,entity_e9,removed,absent
210394,entity_e1,retained,equivalent
210394,entity_e2,retained,equivalent
210394,entity_e3,retained,equivalent
210394,entity_e4,retained,equivalent
210394,entity_e5,retained,equivalent
210394,entity_e6,retained,equivalent
210394,entity_e7,retained,equivalent
66841,entity_e1,retained,generalized
66841,entity_e3,retained,equivalent
66841,entity_e4,removed,absent
66841,entity_e5,removed,absent
469134,entity_e1,retained,equivalent
469134,entity_e2,retained,equivalent
469134,entity_e3,retained,equivalent
469134,entity_e5,removed,absent
469134,entity_e6,retained,equivalent
120234,entity_e1,retained,equivalent
120234,entity_e2,retained,equivalent
120234,entity_e4,retained,equivalent
120234,entity_e5,removed,absent
197666,entity_e1,retained,equivalent
197666,entity_e2,retained,equivalent
197666,entity_e3,removed,absent
197666,entity_e4,removed,absent
197666,entity_e5,retained,equivalent
275448,entity_e1,retained,equivalent
275448,entity_e2,retained,equivalent
275448,entity_e3,retained,equivalent
275448,entity_e4,retained,equivalent
275448,entity_e5,removed,absent
275448,entity_e7,removed,absent
506187,entity_e1,retained,equivalent
506187,entity_e2,retained,equivalent
506187,entity_e3,retained,equivalent
299776,entity_e1,retained,equivalent
299776,entity_e2,retained,equivalent
299776,entity_e3,retained,equivalent
299776,entity_e6,removed,absent
299776,entity_e7,removed,absent
419697,entity_e1,retained,equivalent
419697,entity_e2,retained,equivalent
419697,entity_e3,retained,equivalent
419697,entity_e4,removed,absent
419697,entity_e5,removed,absent
419697,entity_e6,removed,absent
212421,entity_e1,retained,equivalent
212421,entity_e2,retained,equivalent
212421,entity_e3,retained,equivalent
212421,entity_e4,retained,equivalent
212421,entity_e6,removed,absent
530600,entity_e1,retained,equivalent
530600,entity_e2,removed,absent
530600,entity_e3,retained,equivalent
530600,entity_e4,retained,equivalent
445233,entity_e1,retained,equivalent
445233,entity_e2,retained,equivalent
445233,entity_e3,retained,equivalent
445233,entity_e4,removed,absent
445233,entity_e5,removed,absent
445233,entity_e6,retained,equivalent
445233,entity_e7,removed,absent
445233,entity_e9,retained,equivalent
445233,entity_e10,removed,absent
285894,entity_e1,retained,specialized
285894,entity_e2,retained,equivalent
285894,entity_e3,removed,absent
285894,entity_e4,removed,absent
285894,entity_e5,removed,absent
285894,entity_e6,retained,equivalent
285894,entity_e7,removed,absent
285894,entity_e8,removed,absent
285894,entity_e9,removed,absent
277094,entity_e1,retained,generalized
277094,entity_e2,unresolved,unresolved
277094,entity_e3,removed,absent
277094,entity_e4,removed,absent
277094,entity_e5,retained,equivalent
277094,entity_e6,retained,equivalent
277094,entity_e8,retained,equivalent
1404,entity_e1,retained,specialized
1404,entity_e2,retained,equivalent
1404,entity_e3,retained,equivalent
1404,entity_e4,unresolved,unresolved
1404,entity_e5,removed,absent
65350,entity_e1,retained,equivalent
65350,entity_e2,retained,equivalent
65350,entity_e3,removed,absent
65350,entity_e4,retained,equivalent
65350,entity_e5,removed,absent
65350,entity_e6,removed,absent
65350,entity_e7,removed,absent
65350,entity_e8,removed,absent
242422,entity_e1,retained,equivalent
242422,entity_e2,retained,equivalent
242422,entity_e3,retained,equivalent
242422,entity_e4,retained,equivalent
242422,entity_e5,retained,equivalent
242422,entity_e6,removed,absent
242422,entity_e8,retained,equivalent
242422,entity_e10,removed,absent
409346,entity_e1,retained,equivalent
409346,entity_e2,retained,equivalent
409346,entity_e3,retained,equivalent
409346,entity_e4,retained,equivalent
409346,entity_e5,retained,equivalent
409346,entity_e6,removed,absent
409346,entity_e7,removed,absent
409346,entity_e8,retained,equivalent
409346,entity_e9,removed,absent
350160,entity_e1,retained,generalized
350160,entity_e2,retained,equivalent
350160,entity_e3,retained,equivalent
350160,entity_e4,removed,absent
350160,entity_e5,retained,specialized
180411,entity_e1,retained,generalized
180411,entity_e2,removed,absent
180411,entity_e3,retained,equivalent
180411,entity_e4,removed,absent
210408,entity_e1,retained,equivalent
210408,entity_e2,retained,equivalent
210408,entity_e3,retained,equivalent
210408,entity_e4,retained,equivalent
210408,entity_e6,retained,equivalent
563153,entity_e1,retained,generalized
563153,entity_e2,retained,equivalent
563153,entity_e3,retained,equivalent
408501,entity_e1,retained,equivalent
408501,entity_e2,retained,equivalent
408501,entity_e3,retained,equivalent
61715,entity_e1,retained,equivalent
61715,entity_e2,retained,equivalent
61715,entity_e3,retained,equivalent
61715,entity_e4,retained,equivalent
443844,entity_e1,retained,equivalent
443844,entity_e2,retained,equivalent
443844,entity_e3,retained,equivalent
443844,entity_e4,retained,equivalent
443844,entity_e5,removed,absent
32284,entity_e1,retained,equivalent
32284,entity_e2,retained,equivalent
32284,entity_e3,removed,absent
32284,entity_e4,removed,absent
32284,entity_e5,removed,absent
482742,entity_e1,retained,equivalent
482742,entity_e2,retained,equivalent
482742,entity_e3,retained,equivalent
482742,entity_e4,retained,specialized
482742,entity_e5,removed,absent
482742,entity_e7,removed,absent
482742,entity_e8,retained,equivalent
482742,entity_e10,removed,absent
450500,entity_e1,retained,equivalent
450500,entity_e2,retained,generalized
450500,entity_e3,retained,equivalent
450500,entity_e4,retained,equivalent
450500,entity_e5,retained,equivalent
450500,entity_e6,retained,equivalent
450500,entity_e7,removed,absent
450500,entity_e8,removed,absent
450500,entity_e9,removed,absent
450500,entity_e10,removed,absent
317531,entity_e1,retained,equivalent
317531,entity_e2,retained,equivalent
317531,entity_e3,removed,absent
317531,entity_e4,removed,absent
128515,entity_e1,retained,equivalent
128515,entity_e2,retained,equivalent
128515,entity_e3,retained,equivalent
128515,entity_e5,removed,absent
128515,entity_e6,retained,specialized
128515,entity_e7,retained,equivalent
25846,entity_e1,retained,equivalent
25846,entity_e2,removed,absent
25846,entity_e3,retained,equivalent
25846,entity_e4,removed,absent
25846,entity_e5,removed,absent
25846,entity_e6,removed,absent
25846,entity_e7,retained,equivalent
25846,entity_e8,removed,absent
25846,entity_e9,removed,absent
484432,entity_e1,retained,specialized
484432,entity_e2,removed,absent
484432,entity_e3,retained,equivalent
484432,entity_e4,retained,equivalent
484432,entity_e5,removed,absent
484432,entity_e6,retained,equivalent
484432,entity_e7,retained,equivalent
221914,entity_e1,retained,specialized
221914,entity_e2,removed,absent
221914,entity_e3,retained,equivalent
221914,entity_e4,removed,absent
221914,entity_e5,removed,absent
450849,entity_e1,retained,equivalent
450849,entity_e2,retained,equivalent
450849,entity_e3,removed,absent
450849,entity_e6,removed,absent
450849,entity_e9,removed,absent
319726,entity_e1,retained,equivalent
319726,entity_e2,retained,equivalent
319726,entity_e3,retained,equivalent
319726,entity_e4,retained,equivalent
319726,entity_e5,retained,equivalent
319726,entity_e6,removed,absent
319726,entity_e7,removed,absent
319726,entity_e10,removed,absent
319726,entity_e11,retained,equivalent
276066,entity_e1,retained,equivalent
276066,entity_e2,retained,equivalent
276066,entity_e3,removed,absent
276066,entity_e4,removed,absent
276066,entity_e5,retained,equivalent
276066,entity_e6,removed,absent
116202,entity_e1,retained,equivalent
116202,entity_e2,removed,absent
116202,entity_e3,retained,equivalent
116202,entity_e4,retained,equivalent
92679,entity_e1,unresolved,unresolved
92679,entity_e2,unresolved,unresolved
92679,entity_e3,retained,equivalent
92679,entity_e4,removed,absent
92679,entity_e5,retained,equivalent
92679,entity_e6,retained,equivalent
1180,entity_e1,removed,absent
1180,entity_e2,retained,equivalent
1180,entity_e3,retained,equivalent
1180,entity_e4,retained,equivalent
1180,entity_e7,removed,absent
1180,entity_e8,unresolved,unresolved
1180,entity_e9,removed,absent
1180,entity_e10,unresolved,unresolved
296960,entity_e1,retained,equivalent
296960,entity_e2,removed,absent
296960,entity_e3,removed,absent
296960,entity_e5,retained,equivalent
369190,entity_e1,retained,generalized
369190,entity_e2,retained,equivalent
369190,entity_e4,unresolved,collection_change
369190,entity_e5,removed,absent
306335,entity_e1,retained,equivalent
306335,entity_e2,retained,equivalent
306335,entity_e3,retained,equivalent
306335,entity_e5,removed,absent
306335,entity_e6,removed,absent
103485,entity_e1,retained,generalized
103485,entity_e2,retained,equivalent
103485,entity_e3,removed,absent
103485,entity_e5,removed,absent
519838,entity_e1,retained,equivalent
519838,entity_e2,retained,equivalent
519838,entity_e3,retained,equivalent
519838,entity_e4,retained,equivalent
519838,entity_e5,removed,absent
519838,entity_e7,removed,absent
519838,entity_e9,removed,absent
228867,entity_e1,retained,generalized
228867,entity_e2,retained,generalized
228867,entity_e3,retained,equivalent
228867,entity_e4,removed,absent
228867,entity_e5,removed,absent
228867,entity_e6,retained,specialized
228867,entity_e9,removed,absent
228867,entity_e10,removed,absent
281331,entity_e1,retained,equivalent
281331,entity_e2,retained,equivalent
281331,entity_e3,retained,equivalent
281331,entity_e4,removed,absent
281331,entity_e5,retained,equivalent
43947,entity_e1,retained,equivalent
43947,entity_e2,removed,absent
43947,entity_e3,retained,equivalent
331180,entity_e1,retained,equivalent
331180,entity_e2,retained,equivalent
331180,entity_e4,retained,equivalent
331180,entity_e5,retained,equivalent
331180,entity_e6,removed,absent
331180,entity_e7,retained,equivalent
262531,entity_e1,retained,equivalent
262531,entity_e2,retained,equivalent
262531,entity_e3,retained,equivalent
262531,entity_e4,retained,equivalent
262531,entity_e5,removed,absent
262531,entity_e6,retained,equivalent
262531,entity_e8,retained,equivalent
53748,entity_e1,retained,equivalent
53748,entity_e2,retained,generalized
53748,entity_e3,retained,equivalent
53748,entity_e4,retained,equivalent
53748,entity_e5,removed,absent
53748,entity_e6,removed,absent
53748,entity_e7,removed,absent
53748,entity_e8,removed,absent
521869,entity_e1,retained,equivalent
521869,entity_e2,retained,equivalent
521869,entity_e3,removed,absent
521869,entity_e4,retained,equivalent
521869,entity_e5,removed,absent
462687,entity_e1,retained,equivalent
462687,entity_e2,retained,generalized
462687,entity_e3,removed,absent
462687,entity_e5,removed,absent
462687,entity_e6,removed,absent
462687,entity_e8,retained,generalized
462687,entity_e10,removed,absent
462687,entity_e12,removed,absent
138549,entity_e1,retained,generalized
138549,entity_e2,retained,generalized
138549,entity_e3,retained,equivalent
138549,entity_e4,removed,absent
138549,entity_e5,unresolved,collection_change
138549,entity_e6,retained,equivalent
138549,entity_e8,removed,absent
1960,entity_e1,retained,equivalent
1960,entity_e2,retained,equivalent
1960,entity_e3,retained,equivalent
1960,entity_e4,retained,equivalent
1960,entity_e5,retained,equivalent
1960,entity_e6,retained,equivalent
1960,entity_e7,removed,absent
446799,entity_e1,retained,equivalent
446799,entity_e2,retained,generalized
446799,entity_e3,retained,equivalent
446799,entity_e4,removed,absent
446799,entity_e5,unresolved,collection_change
446799,entity_e6,removed,absent
323799,entity_e1,retained,equivalent
323799,entity_e2,removed,absent
323799,entity_e3,removed,absent
323799,entity_e4,retained,equivalent
323799,entity_e5,retained,equivalent
162530,entity_e1,retained,equivalent
162530,entity_e2,retained,equivalent
162530,entity_e4,removed,absent
162530,entity_e5,removed,absent
162530,entity_e6,removed,absent
162530,entity_e7,removed,absent
113333,entity_e1,retained,generalized
113333,entity_e2,retained,equivalent
113333,entity_e3,removed,absent
113333,entity_e4,retained,equivalent
113333,entity_e5,retained,equivalent
113333,entity_e7,retained,equivalent
113333,entity_e10,removed,absent
377195,entity_e1,retained,specialized
377195,entity_e2,retained,equivalent
377195,entity_e4,retained,equivalent
377195,entity_e5,retained,equivalent
377195,entity_e6,retained,equivalent
169273,entity_e1,retained,equivalent
169273,entity_e2,retained,specialized
169273,entity_e3,removed,absent
169273,entity_e4,removed,absent
251367,entity_e1,retained,equivalent
251367,entity_e2,removed,absent
251367,entity_e3,retained,equivalent
251367,entity_e4,removed,absent
251367,entity_e5,removed,absent
251367,entity_e6,removed,absent
251367,entity_e7,removed,absent
251367,entity_e9,removed,absent
251367,entity_e10,removed,absent
251367,entity_e11,removed,absent
251367,entity_e12,removed,absent
251367,entity_e14,removed,absent
216243,entity_e1,retained,equivalent
216243,entity_e2,retained,equivalent
216243,entity_e3,retained,equivalent
216243,entity_e5,retained,equivalent
216243,entity_e7,removed,absent
5804,entity_e1,retained,equivalent
5804,entity_e2,retained,equivalent
5804,entity_e3,retained,equivalent
5804,entity_e4,retained,equivalent
5804,entity_e5,removed,absent
5804,entity_e6,removed,absent
515682,entity_e2,removed,absent
515682,entity_e3,retained,equivalent
515682,entity_e4,retained,equivalent
515682,entity_e5,retained,equivalent
515682,entity_e6,retained,equivalent
515682,entity_e7,retained,equivalent
515682,entity_e8,retained,equivalent
515682,entity_e9,removed,absent
515682,entity_e10,retained,equivalent
515682,entity_e12,retained,equivalent
515682,entity_e13,removed,absent
329433,entity_e1,retained,equivalent
329433,entity_e2,retained,equivalent
329433,entity_e3,removed,absent
329433,entity_e4,retained,equivalent
329433,entity_e5,retained,equivalent
329433,entity_e6,retained,equivalent
329433,entity_e8,retained,equivalent
329433,entity_e9,retained,equivalent
329433,entity_e10,removed,absent
329433,entity_e11,removed,absent
329433,entity_e14,retained,equivalent
92248,entity_e1,retained,equivalent
92248,entity_e2,unresolved,collection_change
92248,entity_e3,retained,equivalent
92248,entity_e4,removed,absent
136466,entity_e1,retained,equivalent
136466,entity_e2,removed,absent
136466,entity_e3,removed,absent
136466,entity_e5,removed,absent
136466,entity_e6,removed,absent
136466,entity_e7,removed,absent
136466,entity_e8,removed,absent
107558,entity_e1,retained,equivalent
107558,entity_e2,retained,equivalent
107558,entity_e3,retained,equivalent
107558,entity_e4,retained,equivalent
107558,entity_e5,retained,equivalent
107558,entity_e6,removed,absent
193349,entity_e1,retained,equivalent
193349,entity_e2,retained,equivalent
193349,entity_e3,removed,absent
193349,entity_e4,retained,equivalent
193349,entity_e5,removed,absent
193349,entity_e6,removed,absent
193349,entity_e7,removed,absent
193349,entity_e9,retained,equivalent
312682,entity_e1,retained,equivalent
312682,entity_e2,removed,absent
312682,entity_e3,retained,equivalent
626,entity_e1,retained,equivalent
626,entity_e2,retained,equivalent
626,entity_e3,removed,absent
626,entity_e4,retained,equivalent
626,entity_e5,removed,absent
439426,entity_e1,retained,equivalent
439426,entity_e2,retained,equivalent
439426,entity_e3,retained,equivalent
439426,entity_e4,retained,equivalent
439426,entity_e5,retained,equivalent
420914,entity_e1,retained,equivalent
420914,entity_e2,retained,equivalent
420914,entity_e3,retained,equivalent
420914,entity_e4,removed,absent
55155,entity_e1,retained,equivalent
55155,entity_e2,retained,equivalent
55155,entity_e3,retained,equivalent
295076,entity_e1,unresolved,unresolved
295076,entity_e2,unresolved,unresolved
295076,entity_e3,retained,equivalent
295076,entity_e4,retained,equivalent
295076,entity_e5,removed,absent
295076,entity_e6,removed,absent
295076,entity_e8,removed,absent
273317,entity_e1,retained,equivalent
273317,entity_e2,retained,equivalent
273317,entity_e3,retained,equivalent
273317,entity_e4,removed,absent
273317,entity_e5,retained,equivalent
273317,entity_e6,retained,equivalent
273317,entity_e8,retained,equivalent
273317,entity_e11,removed,absent
273317,entity_e12,retained,equivalent
300876,entity_e1,retained,equivalent
300876,entity_e2,unresolved,unresolved
300876,entity_e3,retained,equivalent
300876,entity_e4,unresolved,unresolved
300876,entity_e5,removed,absent
300876,entity_e6,retained,equivalent
300876,entity_e7,retained,equivalent
300876,entity_e8,retained,equivalent
300876,entity_e9,retained,equivalent
300876,entity_e11,removed,absent
416145,entity_e1,retained,equivalent
416145,entity_e2,retained,equivalent
416145,entity_e3,retained,equivalent
416145,entity_e4,removed,absent
20487,entity_e1,retained,equivalent
20487,entity_e3,retained,equivalent
20487,entity_e4,retained,equivalent
20487,entity_e5,removed,absent
565778,entity_e1,retained,equivalent
565778,entity_e2,removed,absent
565778,entity_e3,retained,equivalent
565778,entity_e4,removed,absent
565778,entity_e5,removed,absent
565778,entity_e6,removed,absent
451944,entity_e1,retained,equivalent
451944,entity_e2,retained,equivalent
451944,entity_e3,retained,equivalent
451944,entity_e4,unresolved,collection_change
451944,entity_e5,unresolved,collection_change
451944,entity_e6,removed,absent
451944,entity_e7,unresolved,collection_change
451944,entity_e8,unresolved,collection_change
451944,entity_e9,unresolved,collection_change
451944,entity_e10,retained,equivalent
451944,entity_e11,removed,absent
497049,entity_e1,retained,equivalent
497049,entity_e2,unresolved,unresolved
497049,entity_e3,retained,equivalent
497049,entity_e4,unresolved,unresolved
497049,entity_e5,retained,equivalent
497049,entity_e6,unresolved,unresolved
497049,entity_e7,retained,equivalent
497049,entity_e8,retained,equivalent
497049,entity_e9,unresolved,collection_change
497049,entity_e10,removed,absent
484303,entity_e1,retained,equivalent
484303,entity_e2,retained,equivalent
484303,entity_e3,retained,equivalent
484303,entity_e4,removed,absent
550051,entity_e1,removed,absent
550051,entity_e2,removed,absent
550051,entity_e3,retained,equivalent
550051,entity_e4,retained,equivalent
550051,entity_e5,retained,equivalent
550051,entity_e6,retained,equivalent
550051,entity_e7,retained,equivalent
140010,entity_e1,retained,equivalent
140010,entity_e3,retained,equivalent
437303,entity_e1,retained,equivalent
437303,entity_e2,retained,equivalent
437303,entity_e3,retained,equivalent
437303,entity_e4,removed,absent
437303,entity_e6,retained,equivalent
437303,entity_e7,retained,equivalent
437303,entity_e8,removed,absent
378276,entity_e1,retained,equivalent
378276,entity_e2,retained,equivalent
378276,entity_e3,removed,absent
378276,entity_e4,removed,absent
378276,entity_e5,retained,equivalent
378276,entity_e6,removed,absent
378276,entity_e7,retained,equivalent
378276,entity_e9,retained,equivalent
378276,entity_e13,removed,absent
183469,entity_e1,retained,equivalent
183469,entity_e2,retained,equivalent
183469,entity_e3,removed,absent
183469,entity_e4,removed,absent
183469,entity_e5,retained,equivalent
220277,entity_e1,retained,equivalent
220277,entity_e2,retained,equivalent
220277,entity_e3,retained,equivalent
220277,entity_e4,removed,absent
220277,entity_e5,retained,equivalent
220277,entity_e6,retained,equivalent
