added,gain,hallucination_change,length_group,loss,modified_in,modified_out,original_count,pair_id,possible_gain,possible_loss,removed,retained,role,steer_count,supported_change,type
0,0,lost,shorter,1,0,0,1,32001,0,0,1,0,H,0,mixed,entity
0,0,lost,shorter,0,0,0,0,32001,0,0,0,0,S,0,mixed,attribute
0,0,lost,shorter,0,0,0,0,32001,0,0,0,0,H,0,mixed,attribute
2,2,mixed,shorter,2,0,0,6,293545,3,3,2,2,S,6,mixed,entity
2,2,mixed,shorter,1,0,0,3,293545,1,1,1,2,H,4,mixed,entity
0,0,mixed,shorter,0,0,0,0,293545,0,0,0,0,S,0,mixed,attribute
0,0,mixed,shorter,0,0,0,0,293545,0,0,0,0,H,0,mixed,attribute
2,2,gained,shorter,2,0,0,5,523677,0,0,2,3,S,5,mixed,entity
3,3,gained,shorter,0,0,0,0,523677,0,0,0,0,H,3,mixed,entity
0,0,gained,shorter,0,0,0,0,523677,0,0,0,0,S,0,mixed,attribute
0,0,gained,shorter,0,0,0,0,523677,0,0,0,0,H,0,mixed,attribute
2,2,unchanged,shorter,2,0,0,8,226404,4,4,2,2,S,8,mixed,entity
0,0,unchanged,shorter,0,0,0,0,226404,0,0,0,0,H,0,mixed,entity
0,0,unchanged,shorter,0,0,0,1,226404,1,1,0,0,S,1,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,226404,0,0,0,0,H,0,mixed,attribute
4,4,mixed,shorter,3,0,0,3,158414,0,0,3,0,S,4,mixed,entity
3,3,mixed,shorter,2,0,0,2,158414,0,0,2,0,H,3,mixed,entity
0,0,mixed,shorter,0,0,0,0,158414,0,0,0,0,S,0,mixed,attribute
0,0,mixed,shorter,0,0,0,0,158414,0,0,0,0,H,0,mixed,attribute
3,3,lost,shorter,4,0,0,8,49151,5,3,4,1,S,9,mixed,entity
0,0,lost,shorter,1,0,0,1,49151,0,0,1,0,H,0,mixed,entity
0,0,lost,shorter,0,0,0,0,49151,0,0,0,0,S,0,mixed,attribute
0,0,lost,shorter,0,0,0,0,49151,0,0,0,0,H,0,mixed,attribute
2,2,unchanged,shorter,6,0,0,9,120340,0,0,6,3,S,5,mixed,entity
0,0,unchanged,shorter,0,0,0,0,120340,0,0,0,0,H,0,mixed,entity
1,1,unchanged,shorter,1,0,0,2,120340,0,0,1,1,S,2,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,120340,0,0,0,0,H,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,2,572184,0,2,0,2,S,2,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,572184,0,2,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,572184,0,0,0,1,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,572184,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,2,0,0,4,214124,1,1,2,2,S,2,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,214124,1,1,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,214124,0,1,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,214124,0,1,0,0,H,0,unresolved,attribute
1,1,lost,shorter,1,0,0,3,474439,0,0,1,2,S,3,mixed,entity
0,0,lost,shorter,0,0,0,0,474439,0,0,0,0,H,0,mixed,entity
0,0,lost,shorter,1,0,0,1,474439,0,0,1,0,S,0,mixed,attribute
0,0,lost,shorter,1,0,0,1,474439,0,0,1,0,H,0,mixed,attribute
0,0,lost,shorter,4,0,0,6,276971,3,0,4,2,S,5,unresolved,entity
0,0,lost,shorter,1,0,0,4,276971,0,3,1,0,H,0,unresolved,entity
0,0,lost,shorter,1,0,0,1,276971,0,0,1,0,S,0,unresolved,attribute
0,0,lost,shorter,0,0,0,0,276971,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,1,0,0,6,168583,3,2,1,4,S,6,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,168583,1,1,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,2,168583,2,2,0,0,S,2,unresolved,attribute
0,0,unresolved,shorter,1,0,0,1,168583,0,0,1,0,H,0,unresolved,attribute
3,3,unresolved,shorter,4,0,0,5,286591,1,0,4,1,S,4,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,286591,1,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,1,0,0,1,286591,0,0,1,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,286591,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,2,0,0,5,417586,0,0,2,3,S,3,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,417586,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,417586,1,0,0,1,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,417586,1,0,0,0,H,0,unresolved,attribute
2,2,unresolved,shorter,0,0,0,1,96034,1,0,0,1,S,3,mixed,entity
0,0,unresolved,shorter,0,0,0,1,96034,3,1,0,0,H,2,mixed,entity
0,0,unresolved,shorter,1,0,0,1,96034,1,0,1,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,96034,1,0,0,0,H,0,mixed,attribute
0,0,lost,shorter,2,0,0,4,168543,1,1,2,1,S,2,unresolved,entity
0,0,lost,shorter,1,0,0,1,168543,0,0,1,0,H,0,unresolved,entity
0,0,lost,shorter,0,0,0,2,168543,1,1,0,1,S,2,unresolved,attribute
0,0,lost,shorter,0,0,0,0,168543,0,0,0,0,H,0,unresolved,attribute
4,4,unresolved,shorter,1,0,0,5,89618,2,1,1,3,S,9,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,89618,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,89618,0,1,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,89618,0,0,0,0,H,0,unresolved,attribute
2,2,gained,shorter,0,0,0,3,239005,0,0,0,3,S,5,gained,entity
1,1,gained,shorter,0,0,0,0,239005,0,0,0,0,H,1,gained,entity
1,1,gained,shorter,0,0,0,1,239005,0,0,0,1,S,2,gained,attribute
0,0,gained,shorter,0,0,0,0,239005,0,0,0,0,H,0,gained,attribute
0,0,unresolved,shorter,2,0,0,4,476796,1,1,2,1,S,2,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,476796,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,1,0,0,2,476796,0,2,1,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,1,476796,1,1,0,1,H,2,unresolved,attribute
5,5,gained,shorter,0,0,0,2,372428,0,0,0,2,S,7,mixed,entity
1,1,gained,shorter,0,0,0,1,372428,0,0,0,1,H,2,mixed,entity
0,0,gained,shorter,1,0,0,1,372428,0,0,1,0,S,0,mixed,attribute
0,0,gained,shorter,0,0,0,0,372428,0,0,0,0,H,0,mixed,attribute
2,2,mixed,shorter,1,0,0,3,483723,4,1,1,1,S,6,mixed,entity
0,0,mixed,shorter,2,0,0,3,483723,1,1,2,0,H,0,mixed,entity
0,0,mixed,shorter,0,0,0,0,483723,0,0,0,0,S,0,mixed,attribute
1,1,mixed,shorter,0,0,0,0,483723,0,0,0,0,H,1,mixed,attribute
1,1,lost,shorter,5,0,0,10,160004,0,0,5,5,S,6,mixed,entity
0,0,lost,shorter,2,0,0,2,160004,0,0,2,0,H,0,mixed,entity
0,0,lost,shorter,1,0,0,1,160004,0,0,1,0,S,0,mixed,attribute
0,0,lost,shorter,0,0,0,0,160004,0,0,0,0,H,0,mixed,attribute
2,2,unresolved,shorter,0,0,0,5,246252,1,2,0,3,S,6,unresolved,entity
0,0,unresolved,shorter,1,0,0,1,246252,0,0,1,0,H,0,unresolved,entity
2,2,unresolved,shorter,0,0,0,0,246252,0,0,0,0,S,2,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,246252,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,1,0,0,3,553747,2,5,1,0,S,2,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,553747,0,3,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,553747,1,1,0,0,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,553747,0,0,0,0,H,0,unresolved,attribute
1,1,unchanged,shorter,0,0,0,3,332777,2,2,0,1,S,4,unresolved,entity
0,0,unchanged,shorter,0,0,0,0,332777,0,0,0,0,H,0,unresolved,entity
0,0,unchanged,shorter,0,0,0,1,332777,1,1,0,0,S,1,unresolved,attribute
0,0,unchanged,shorter,0,0,0,0,332777,0,0,0,0,H,0,unresolved,attribute
1,1,unresolved,shorter,0,0,0,3,145073,1,1,0,3,S,4,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,145073,1,1,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,145073,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,145073,0,0,0,0,H,0,unresolved,attribute
2,2,mixed,shorter,1,0,0,8,370207,1,1,1,6,S,9,mixed,entity
1,1,mixed,shorter,2,0,0,2,370207,0,0,2,0,H,1,mixed,entity
0,0,mixed,shorter,0,0,0,1,370207,1,0,0,1,S,2,mixed,attribute
0,0,mixed,shorter,0,0,0,0,370207,0,0,0,0,H,0,mixed,attribute
0,0,lost,shorter,5,0,0,9,337055,0,0,5,4,S,4,lost,entity
0,0,lost,shorter,1,0,0,1,337055,0,0,1,0,H,0,lost,entity
0,0,lost,shorter,2,0,0,2,337055,0,0,2,0,S,0,lost,attribute
0,0,lost,shorter,0,0,0,0,337055,0,0,0,0,H,0,lost,attribute
1,1,lost,shorter,2,0,0,6,169436,0,0,2,4,S,5,mixed,entity
0,0,lost,shorter,1,0,0,1,169436,0,0,1,0,H,0,mixed,entity
0,0,lost,shorter,1,0,0,2,169436,0,0,1,1,S,1,mixed,attribute
0,0,lost,shorter,0,0,0,0,169436,0,0,0,0,H,0,mixed,attribute
3,3,unresolved,shorter,1,0,0,4,45644,0,1,1,3,S,6,unresolved,entity
2,2,unresolved,shorter,1,0,0,1,45644,0,1,1,0,H,2,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,45644,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,45644,0,0,0,0,H,0,unresolved,attribute
0,0,gained,shorter,2,0,0,9,265518,0,1,2,6,S,6,unresolved,entity
1,1,gained,shorter,0,0,0,0,265518,1,0,0,0,H,2,unresolved,entity
0,0,gained,shorter,0,0,0,1,265518,2,1,0,0,S,2,unresolved,attribute
0,0,gained,shorter,0,0,0,0,265518,0,0,0,0,H,0,unresolved,attribute
3,3,unresolved,shorter,1,0,0,4,365208,0,1,1,3,S,6,mixed,entity
0,0,unresolved,shorter,0,0,0,0,365208,0,1,0,0,H,0,mixed,entity
0,0,unresolved,shorter,1,0,0,1,365208,1,0,1,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,365208,1,0,0,0,H,0,mixed,attribute
0,0,unresolved,shorter,1,0,0,4,221536,4,2,1,1,S,4,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,221536,1,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,221536,2,1,0,0,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,1,221536,1,1,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,3,298372,1,1,0,2,S,3,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,298372,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,298372,0,1,0,1,S,1,unresolved,attribute
0,0,unresolved,shorter,1,0,0,1,298372,0,1,1,0,H,0,unresolved,attribute
0,0,unresolved,shorter,3,0,0,5,388409,0,0,3,2,S,2,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,388409,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,1,0,0,2,388409,0,0,1,1,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,388409,0,0,0,0,H,0,unresolved,attribute
1,1,unchanged,shorter,3,0,0,6,262092,0,0,3,3,S,4,mixed,entity
0,0,unchanged,shorter,0,0,0,0,262092,0,0,0,0,H,0,mixed,entity
0,0,unchanged,shorter,0,0,0,0,262092,0,0,0,0,S,0,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,262092,0,0,0,0,H,0,mixed,attribute
1,1,unresolved,shorter,0,0,0,5,388829,1,1,0,4,S,6,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,388829,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,388829,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,388829,0,0,0,0,H,0,unresolved,attribute
1,1,lost,shorter,2,0,0,4,262987,3,2,2,0,S,4,mixed,entity
0,0,lost,shorter,1,0,0,2,262987,0,1,1,0,H,0,mixed,entity
0,0,lost,shorter,0,0,0,0,262987,0,0,0,0,S,0,mixed,attribute
0,0,lost,shorter,0,0,0,0,262987,0,0,0,0,H,0,mixed,attribute
2,2,unresolved,shorter,2,0,0,5,501047,1,0,2,3,S,5,mixed,entity
0,0,unresolved,shorter,0,0,0,0,501047,1,0,0,0,H,0,mixed,entity
0,0,unresolved,shorter,1,0,0,1,501047,0,0,1,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,501047,0,0,0,0,H,0,mixed,attribute
1,1,unresolved,shorter,1,0,0,6,494014,2,3,1,3,S,6,mixed,entity
0,0,unresolved,shorter,0,0,0,0,494014,0,1,0,0,H,0,mixed,entity
1,1,unresolved,shorter,0,0,0,0,494014,0,0,0,0,S,1,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,494014,0,0,0,0,H,0,mixed,attribute
0,0,unchanged,shorter,3,0,0,5,581451,0,0,3,2,S,2,lost,entity
0,0,unchanged,shorter,0,0,0,1,581451,0,0,0,1,H,1,lost,entity
0,0,unchanged,shorter,0,0,0,0,581451,0,0,0,0,S,0,lost,attribute
0,0,unchanged,shorter,0,0,0,0,581451,0,0,0,0,H,0,lost,attribute
0,0,unchanged,shorter,0,0,0,5,373089,0,0,0,5,S,5,gained,entity
0,0,unchanged,shorter,0,0,0,1,373089,0,0,0,1,H,1,gained,entity
2,2,unchanged,shorter,0,0,0,0,373089,0,0,0,0,S,2,gained,attribute
0,0,unchanged,shorter,0,0,0,0,373089,0,0,0,0,H,0,gained,attribute
0,0,lost,shorter,1,0,0,3,351528,1,0,1,2,S,3,unresolved,entity
0,0,lost,shorter,1,0,0,2,351528,0,1,1,0,H,0,unresolved,entity
0,0,lost,shorter,0,0,0,0,351528,0,0,0,0,S,0,unresolved,attribute
0,0,lost,shorter,0,0,0,0,351528,0,0,0,0,H,0,unresolved,attribute
3,3,unresolved,shorter,4,0,0,7,180917,0,0,4,3,S,6,mixed,entity
0,0,unresolved,shorter,0,0,0,0,180917,0,0,0,0,H,0,mixed,entity
0,0,unresolved,shorter,1,0,0,1,180917,1,1,1,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,180917,1,1,0,0,H,0,mixed,attribute
2,2,unresolved,shorter,1,0,0,4,71090,0,0,1,3,S,5,mixed,entity
0,0,unresolved,shorter,1,0,0,1,71090,0,0,1,0,H,0,mixed,entity
0,0,unresolved,shorter,3,0,0,4,71090,1,1,3,0,S,1,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,71090,1,0,0,0,H,1,mixed,attribute
0,0,unchanged,shorter,1,0,0,5,483849,0,0,1,4,S,4,mixed,entity
0,0,unchanged,shorter,0,0,0,1,483849,0,0,0,1,H,1,mixed,entity
1,1,unchanged,shorter,0,0,0,0,483849,0,0,0,0,S,1,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,483849,0,0,0,0,H,0,mixed,attribute
0,0,lost,shorter,5,0,0,9,418623,3,3,5,1,S,4,unresolved,entity
0,0,lost,shorter,2,0,0,2,418623,0,0,2,0,H,0,unresolved,entity
0,0,lost,shorter,0,0,0,4,418623,0,4,0,0,S,0,unresolved,attribute
0,0,lost,shorter,0,0,0,0,418623,0,0,0,0,H,0,unresolved,attribute
0,0,gained,shorter,2,0,0,7,528098,1,0,2,5,S,5,unresolved,entity
2,2,gained,shorter,0,0,0,0,528098,1,0,0,0,H,2,unresolved,entity
0,0,gained,shorter,0,0,0,2,528098,0,0,0,2,S,2,unresolved,attribute
0,0,gained,shorter,0,0,0,0,528098,0,0,0,0,H,0,unresolved,attribute
4,4,mixed,shorter,2,0,0,4,536720,0,0,2,2,S,6,mixed,entity
2,2,mixed,shorter,1,0,0,2,536720,0,0,1,1,H,3,mixed,entity
0,0,mixed,shorter,1,0,0,1,536720,0,0,1,0,S,0,mixed,attribute
1,1,mixed,shorter,0,0,0,0,536720,0,0,0,0,H,1,mixed,attribute
1,1,unresolved,shorter,4,0,0,7,265096,1,1,4,2,S,4,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,265096,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,1,0,0,1,265096,0,0,1,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,265096,1,0,0,0,H,1,unresolved,attribute
0,0,lost,shorter,7,0,0,7,405635,0,0,7,0,S,0,lost,entity
0,0,lost,shorter,2,0,0,2,405635,0,0,2,0,H,0,lost,entity
0,0,lost,shorter,1,0,0,1,405635,0,1,1,0,S,0,lost,attribute
0,0,lost,shorter,0,0,0,0,405635,0,1,0,0,H,0,lost,attribute
1,1,unresolved,shorter,2,0,0,4,508580,2,1,2,1,S,4,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,508580,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,508580,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,508580,0,0,0,0,H,0,unresolved,attribute
2,2,mixed,shorter,2,0,0,5,30273,2,1,2,2,S,5,mixed,entity
4,4,mixed,shorter,3,0,0,4,30273,1,0,3,1,H,5,mixed,entity
0,0,mixed,shorter,0,0,0,1,30273,0,0,0,1,S,1,mixed,attribute
0,0,mixed,shorter,0,0,0,0,30273,0,0,0,0,H,0,mixed,attribute
3,3,unresolved,shorter,0,0,0,9,566324,1,1,0,8,S,12,unresolved,entity
1,1,unresolved,shorter,0,0,0,0,566324,0,0,0,0,H,1,unresolved,entity
1,1,unresolved,shorter,0,0,0,0,566324,0,1,0,0,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,566324,0,1,0,0,H,0,unresolved,attribute
0,0,lost,shorter,2,0,0,6,283119,0,0,2,4,S,4,lost,entity
0,0,lost,shorter,1,0,0,1,283119,0,0,1,0,H,0,lost,entity
0,0,lost,shorter,0,0,0,1,283119,0,0,0,1,S,1,lost,attribute
0,0,lost,shorter,0,0,0,0,283119,0,0,0,0,H,0,lost,attribute
3,3,unresolved,shorter,2,0,0,4,183965,1,0,2,2,S,6,mixed,entity
0,0,unresolved,shorter,1,0,0,5,183965,2,2,1,2,H,4,mixed,entity
0,0,unresolved,shorter,0,0,0,0,183965,0,0,0,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,183965,0,0,0,0,H,0,mixed,attribute
1,1,lost,unchanged,0,0,0,4,15113,0,0,0,4,S,5,mixed,entity
0,0,lost,unchanged,0,0,0,0,15113,0,0,0,0,H,0,mixed,entity
0,0,lost,unchanged,1,0,0,2,15113,0,0,1,1,S,1,mixed,attribute
0,0,lost,unchanged,1,0,0,1,15113,0,0,1,0,H,0,mixed,attribute
2,2,unresolved,shorter,0,0,0,4,484346,1,1,0,3,S,6,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,484346,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,484346,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,484346,0,0,0,0,H,0,unresolved,attribute
0,0,lost,shorter,0,0,0,5,142826,0,0,0,5,S,5,lost,entity
0,0,lost,shorter,0,0,0,0,142826,0,0,0,0,H,0,lost,entity
0,0,lost,shorter,2,0,0,2,142826,0,0,2,0,S,0,lost,attribute
0,0,lost,shorter,1,0,0,1,142826,0,0,1,0,H,0,lost,attribute
0,0,unresolved,shorter,0,0,0,2,161022,0,0,0,2,S,2,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,161022,0,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,161022,0,1,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,161022,0,1,0,0,H,0,unresolved,attribute
0,0,unchanged,shorter,0,0,0,5,17409,0,0,0,5,S,5,unchanged,entity
0,0,unchanged,shorter,0,0,0,1,17409,0,0,0,1,H,1,unchanged,entity
0,0,unchanged,shorter,0,0,0,0,17409,0,0,0,0,S,0,unchanged,attribute
0,0,unchanged,shorter,0,0,0,0,17409,0,0,0,0,H,0,unchanged,attribute
1,1,lost,shorter,2,0,0,5,422522,1,1,2,2,S,4,mixed,entity
0,0,lost,shorter,1,0,0,1,422522,0,0,1,0,H,0,mixed,entity
0,0,lost,shorter,0,0,0,0,422522,0,0,0,0,S,0,mixed,attribute
0,0,lost,shorter,0,0,0,0,422522,0,0,0,0,H,0,mixed,attribute
0,0,lost,shorter,2,0,0,6,456559,1,1,2,3,S,4,unresolved,entity
0,0,lost,shorter,1,0,0,1,456559,0,0,1,0,H,0,unresolved,entity
0,0,lost,shorter,1,0,0,1,456559,0,0,1,0,S,0,unresolved,attribute
0,0,lost,shorter,0,0,0,0,456559,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,5,240323,0,1,0,5,S,5,lost,entity
0,0,unresolved,shorter,0,0,0,0,240323,0,1,0,0,H,0,lost,entity
0,0,unresolved,shorter,1,0,0,1,240323,0,0,1,0,S,0,lost,attribute
0,0,unresolved,shorter,0,0,0,0,240323,0,0,0,0,H,0,lost,attribute
3,3,unresolved,shorter,3,0,0,8,575901,0,1,3,5,S,8,unresolved,entity
0,0,unresolved,shorter,2,0,0,2,575901,0,1,2,0,H,0,unresolved,entity
1,1,unresolved,shorter,0,0,0,0,575901,0,0,0,0,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,575901,0,0,0,0,H,0,unresolved,attribute
1,1,unresolved,shorter,2,0,0,6,316397,1,1,2,4,S,5,mixed,entity
0,0,unresolved,shorter,0,0,0,0,316397,1,1,0,0,H,0,mixed,entity
0,0,unresolved,shorter,0,0,0,0,316397,0,0,0,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,316397,0,0,0,0,H,0,mixed,attribute
2,2,mixed,shorter,2,0,0,9,344498,0,0,2,7,S,9,mixed,entity
1,1,mixed,shorter,2,0,0,2,344498,0,0,2,0,H,1,mixed,entity
0,0,mixed,shorter,0,0,0,0,344498,0,0,0,0,S,0,mixed,attribute
0,0,mixed,shorter,0,0,0,0,344498,0,0,0,0,H,0,mixed,attribute
2,2,unchanged,shorter,1,0,0,4,180167,1,1,1,2,S,5,mixed,entity
0,0,unchanged,shorter,0,0,0,0,180167,0,0,0,0,H,0,mixed,entity
0,0,unchanged,shorter,2,0,0,4,180167,1,1,2,1,S,2,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,180167,0,0,0,0,H,0,mixed,attribute
2,2,lost,shorter,1,0,0,4,143132,0,0,1,3,S,5,mixed,entity
0,0,lost,shorter,4,0,0,4,143132,0,0,4,0,H,0,mixed,entity
1,1,lost,shorter,1,0,0,1,143132,0,0,1,0,S,1,mixed,attribute
0,0,lost,shorter,0,0,0,0,143132,0,0,0,0,H,0,mixed,attribute
4,4,unresolved,shorter,0,0,0,6,443218,2,0,0,6,S,10,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,443218,2,0,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,443218,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,443218,0,0,0,0,H,0,unresolved,attribute
0,0,unresolved,shorter,2,0,0,5,331883,1,2,2,2,S,3,unresolved,entity
0,0,unresolved,shorter,0,0,0,1,331883,0,2,0,0,H,0,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,331883,0,0,0,0,S,0,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,331883,0,0,0,0,H,0,unresolved,attribute
1,1,unresolved,shorter,2,0,0,5,132317,1,3,2,1,S,3,mixed,entity
0,0,unresolved,shorter,0,0,0,0,132317,0,1,0,0,H,0,mixed,entity
1,1,unresolved,shorter,0,0,0,0,132317,0,0,0,0,S,1,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,132317,0,0,0,0,H,0,mixed,attribute
0,0,unresolved,shorter,2,0,0,6,150639,0,1,2,4,S,4,unresolved,entity
1,1,unresolved,shorter,0,0,0,0,150639,0,1,0,0,H,1,unresolved,entity
0,0,unresolved,shorter,1,0,0,2,150639,0,0,1,1,S,1,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,150639,0,0,0,0,H,0,unresolved,attribute
3,3,unresolved,shorter,2,0,0,7,237759,1,0,2,5,S,8,mixed,entity
0,0,unresolved,shorter,0,0,0,0,237759,1,0,0,0,H,0,mixed,entity
0,0,unresolved,shorter,2,0,0,2,237759,0,0,2,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,237759,0,0,0,0,H,0,mixed,attribute
2,2,gained,shorter,1,0,0,8,259422,5,2,1,5,S,10,mixed,entity
1,1,gained,shorter,0,0,0,0,259422,2,0,0,0,H,1,mixed,entity
0,0,gained,shorter,0,0,0,0,259422,0,0,0,0,S,0,mixed,attribute
0,0,gained,shorter,0,0,0,0,259422,0,0,0,0,H,0,mixed,attribute
3,3,lost,shorter,3,0,0,6,236747,0,1,3,3,S,6,mixed,entity
0,0,lost,shorter,3,0,0,3,236747,0,1,3,0,H,0,mixed,entity
0,0,lost,shorter,2,0,0,3,236747,0,0,2,1,S,1,mixed,attribute
0,0,lost,shorter,0,0,0,0,236747,0,0,0,0,H,0,mixed,attribute
0,0,lost,shorter,3,0,0,7,209322,1,2,3,2,S,3,unresolved,entity
0,0,lost,shorter,2,0,0,2,209322,0,0,2,0,H,0,unresolved,entity
0,0,lost,shorter,1,0,0,2,209322,0,0,1,1,S,1,unresolved,attribute
0,0,lost,shorter,0,0,0,0,209322,0,0,0,0,H,0,unresolved,attribute
3,3,unresolved,shorter,3,0,0,9,84701,2,5,3,3,S,8,mixed,entity
3,3,unresolved,shorter,0,0,0,0,84701,0,2,0,0,H,3,mixed,entity
0,0,unresolved,shorter,0,0,0,0,84701,0,0,0,0,S,0,mixed,attribute
0,0,unresolved,shorter,0,0,0,0,84701,0,0,0,0,H,0,mixed,attribute
1,1,unresolved,shorter,1,0,0,4,357501,0,1,1,2,S,3,unresolved,entity
0,0,unresolved,shorter,0,0,0,0,357501,2,0,0,0,H,2,unresolved,entity
2,2,unresolved,shorter,0,0,0,1,357501,0,0,0,1,S,3,unresolved,attribute
0,0,unresolved,shorter,0,0,0,0,357501,0,0,0,0,H,0,unresolved,attribute
0,0,unchanged,shorter,1,0,0,4,213432,0,0,1,3,S,3,mixed,entity
0,0,unchanged,shorter,0,0,0,0,213432,0,0,0,0,H,0,mixed,entity
2,2,unchanged,shorter,1,0,0,1,213432,0,0,1,0,S,2,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,213432,0,0,0,0,H,0,mixed,attribute
0,0,unchanged,shorter,1,0,0,4,99581,0,0,1,3,S,3,mixed,entity
0,0,unchanged,shorter,0,0,0,0,99581,0,0,0,0,H,0,mixed,entity
0,1,unchanged,shorter,2,1,1,2,99581,0,0,1,0,S,1,mixed,attribute
0,0,unchanged,shorter,0,0,0,0,99581,0,0,0,0,H,0,mixed,attribute
